TARGET_ID,disease_id,03_Info_Molecules_ID,MOL_ID,molecule_name,ob,mw,alogp,caco2,bbb,hdon,hacc,drug-likeness,inchikey,PubChem_Cid,halflife,RBN,TPSA,FASA-,04_Info_Targets_ID,TAR_ID,drugbank_ID,target_name,34_Molecules_Targets_Relationships_ID,MOL ID
TAR00735,DIS00353,1975,MOL002025,Tereton,40.1716805063,74.090,0.021,1.02127,1.32005,0,2,0.0030312,KXKVLQRXCPHEJC-UHFFFAOYSA-N,6584,11.9143,1,26.3,0.16697422,713,TAR00735,2230,Catalase,18516,MOL002025
TAR00105,DIS00353,1978,MOL002029,()-Cuparene,38.2630865387,202.370,4.715,1.87975,2.14626,0,0,0.07494,SLKPBCXNFNIJSV-HNNXBMFYSA-N,86895,-2.239882,1,0,0.30460754,103,TAR00105,318,Alpha-2A adrenergic receptor,18576,MOL002029
TAR00003,DIS00442,1983,MOL002034,"(5aR,8aS,9R)-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofurano[5,6-f][1,3]benzodioxol-8-one",52.6999253463,398.440,3.208,0.73060,0.07955,0,7,0.83134,ZGLXUQQMLLIKAN-CJMONDIMSA-N,11711021,10.781474,4,72.45,0.21198983,3,TAR00003,7,"Nitric oxide synthase, inducible",18616,MOL002034
TAR00078,DIS00443,1983,MOL002034,"(5aR,8aS,9R)-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofurano[5,6-f][1,3]benzodioxol-8-one",52.6999253463,398.440,3.208,0.73060,0.07955,0,7,0.83134,ZGLXUQQMLLIKAN-CJMONDIMSA-N,11711021,10.781474,4,72.45,0.21198983,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,18622,MOL002034
TAR00078,DIS00443,1987,MOL002038,"9E,12Z-octadecadienoic acid",41.9044360216,280.500,6.391,1.16280,0.76959,1,2,0.14438,OYHQOLUKZRVURQ-IXWMQOLASA-N,5282798,5.358486,14,37.3,0.24997684,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,18648,MOL002038
TAR00003,DIS00442,1987,MOL002038,"9E,12Z-octadecadienoic acid",41.9044360216,280.500,6.391,1.16280,0.76959,1,2,0.14438,OYHQOLUKZRVURQ-IXWMQOLASA-N,5282798,5.358486,14,37.3,0.24997684,3,TAR00003,7,"Nitric oxide synthase, inducible",18645,MOL002038
TAR00003,DIS00442,1988,MOL002039,Isopimaric acid,36.1976186221,302.500,4.882,1.12099,1.12178,1,2,0.28077,MXYATHGRPJZBNA-KRFUXDQASA-N,442048,1.174125,2,37.3,0.31502777,3,TAR00003,7,"Nitric oxide synthase, inducible",18656,MOL002039
TAR00063,DIS00207,1991,MOL002042,thymol,41.4743893128,150.240,3.243,1.59631,1.68300,1,1,0.030034,MGSRCZKZVOBKFT-UHFFFAOYSA-N,6989,11.3317,1,20.23,0.33319995,61,TAR00063,193,Beta-1 adrenergic receptor,18679,MOL002042
TAR00003,DIS00442,1998,MOL002049,Ferulaldehyde,49.2572316484,178.200,1.666,0.81523,0.57677,1,3,0.047047,DKZBBWMURDFHNE-NSCUHMNNSA-N,5280536,3.047832,3,46.53,0.377648,3,TAR00003,7,"Nitric oxide synthase, inducible",18702,MOL002049
TAR00105,DIS00353,1998,MOL002049,Ferulaldehyde,49.2572316484,178.200,1.666,0.81523,0.57677,1,3,0.047047,DKZBBWMURDFHNE-NSCUHMNNSA-N,5280536,3.047832,3,46.53,0.377648,103,TAR00105,318,Alpha-2A adrenergic receptor,18707,MOL002049
TAR00003,DIS00442,2001,MOL002052,9-Octadecenoic acid,39.77315109,212.370,4.554,1.05093,0.90533,1,2,0.055341,KIWIPIAOWPKUNM-PLNGDYQASA-N,57411980,5.686353,10,37.3,0.24168526,3,TAR00003,7,"Nitric oxide synthase, inducible",18733,MOL002052
TAR00063,DIS00207,2004,MOL002055,Torachrysone,51.0646077209,246.280,2.413,0.75708,0.34482,2,4,0.13269,BIJOPUWEMBBDEG-UHFFFAOYSA-N,5321977,16.258046,2,66.76,0.33832762,61,TAR00063,193,Beta-1 adrenergic receptor,18750,MOL002055
TAR00003,DIS00442,2004,MOL002055,Torachrysone,51.0646077209,246.280,2.413,0.75708,0.34482,2,4,0.13269,BIJOPUWEMBBDEG-UHFFFAOYSA-N,5321977,16.258046,2,66.76,0.33832762,3,TAR00003,7,"Nitric oxide synthase, inducible",18745,MOL002055
TAR00078,DIS00443,2004,MOL002055,Torachrysone,51.0646077209,246.280,2.413,0.75708,0.34482,2,4,0.13269,BIJOPUWEMBBDEG-UHFFFAOYSA-N,5321977,16.258046,2,66.76,0.33832762,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,18752,MOL002055
TAR00105,DIS00353,2004,MOL002055,Torachrysone,51.0646077209,246.280,2.413,0.75708,0.34482,2,4,0.13269,BIJOPUWEMBBDEG-UHFFFAOYSA-N,5321977,16.258046,2,66.76,0.33832762,103,TAR00105,318,Alpha-2A adrenergic receptor,18755,MOL002055
TAR00003,DIS00442,2005,MOL002056,"(E)-3-[(2S,3R)-2-(4-hydroxy-3-methoxy-phenyl)-7-methoxy-3-methylol-2,3-dihydrobenzofuran-5-yl]acrolein",54.7381354608,356.400,2.419,0.22496,-0.89284,2,6,0.39918,GWCSSLSMGCFIFR-LNFBDUAVSA-N,23252258,8.025491,6,85.22,0.29930353,3,TAR00003,7,"Nitric oxide synthase, inducible",18787,MOL002056
TAR00078,DIS00443,2005,MOL002056,"(E)-3-[(2S,3R)-2-(4-hydroxy-3-methoxy-phenyl)-7-methoxy-3-methylol-2,3-dihydrobenzofuran-5-yl]acrolein",54.7381354608,356.400,2.419,0.22496,-0.89284,2,6,0.39918,GWCSSLSMGCFIFR-LNFBDUAVSA-N,23252258,8.025491,6,85.22,0.29930353,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,18794,MOL002056
TAR00078,DIS00443,2007,MOL002058,40957-99-1,57.20447445,388.450,2.117,0.48642,-0.29404,2,7,0.61872,VJOBNGRIBLNUKN-BMHXQBNDSA-N,181681,2.044024,5,86.61,0.20404139,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,18815,MOL002058
TAR00003,DIS00442,2007,MOL002058,40957-99-1,57.20447445,388.450,2.117,0.48642,-0.29404,2,7,0.61872,VJOBNGRIBLNUKN-BMHXQBNDSA-N,181681,2.044024,5,86.61,0.20404139,3,TAR00003,7,"Nitric oxide synthase, inducible",18808,MOL002058
TAR00078,DIS00443,2021,MOL002072,"3,5,7-trihydroxy-2-(4-hydroxy-3-methoxy-phenyl)-8-methoxy-chromone",24.3579087961,346.310,1.738,0.38246,-0.33604,4,8,0.37133,IBXCKSUZOFKGSB-UHFFFAOYSA-N,5489485,,3,129.59,0.23834896,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,18880,MOL002072
TAR00003,DIS00442,2021,MOL002072,"3,5,7-trihydroxy-2-(4-hydroxy-3-methoxy-phenyl)-8-methoxy-chromone",24.3579087961,346.310,1.738,0.38246,-0.33604,4,8,0.37133,IBXCKSUZOFKGSB-UHFFFAOYSA-N,5489485,,3,129.59,0.23834896,3,TAR00003,7,"Nitric oxide synthase, inducible",18877,MOL002072
TAR00003,DIS00442,2031,MOL002083,tricin,27.8599286596,330.310,2.302,0.50930,-0.59622,3,7,0.33891,HRGUSFBJBOKSML-UHFFFAOYSA-N,5281702,,3,109.36,0.26554769,3,TAR00003,7,"Nitric oxide synthase, inducible",18927,MOL002083
TAR00078,DIS00443,2031,MOL002083,tricin,27.8599286596,330.310,2.302,0.50930,-0.59622,3,7,0.33891,HRGUSFBJBOKSML-UHFFFAOYSA-N,5281702,,3,109.36,0.26554769,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,18931,MOL002083
TAR00063,DIS00207,2039,MOL002091,"1,7-Dimethoxynaphthalene",32.0199021191,188.240,2.706,1.43825,1.25963,0,2,0.070473,SNJIXGITYNNHDO-UHFFFAOYSA-N,79197,3.067164,2,18.46,0.29191568,61,TAR00063,193,Beta-1 adrenergic receptor,18978,MOL002091
TAR00003,DIS00442,2039,MOL002091,"1,7-Dimethoxynaphthalene",32.0199021191,188.240,2.706,1.43825,1.25963,0,2,0.070473,SNJIXGITYNNHDO-UHFFFAOYSA-N,79197,3.067164,2,18.46,0.29191568,3,TAR00003,7,"Nitric oxide synthase, inducible",18972,MOL002091
TAR00214,DIS00353,2043,MOL002095,DEP,52.1855181579,222.260,2.238,0.71526,0.56864,0,4,0.074284,FLKPEMZONWLCSK-UHFFFAOYSA-N,6781,5.36626,6,52.6,0.37566942,205,TAR00214,629,Alpha-2B adrenergic receptor,19002,MOL002095
TAR00214,DIS00353,2046,MOL002098,3-Butylidene-7-hydroxyphthalide,62.6758164459,204.240,2.735,1.00497,0.89647,1,3,0.082048,XLFDJKJEYMKLJX-YFHOEESVSA-N,5281559,4.661874,2,50.44,0.37382969,205,TAR00214,629,Alpha-2B adrenergic receptor,19038,MOL002098
TAR00078,DIS00443,2046,MOL002098,3-Butylidene-7-hydroxyphthalide,62.6758164459,204.240,2.735,1.00497,0.89647,1,3,0.082048,XLFDJKJEYMKLJX-YFHOEESVSA-N,5281559,4.661874,2,50.44,0.37382969,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19035,MOL002098
TAR00003,DIS00442,2046,MOL002098,3-Butylidene-7-hydroxyphthalide,62.6758164459,204.240,2.735,1.00497,0.89647,1,3,0.082048,XLFDJKJEYMKLJX-YFHOEESVSA-N,5281559,4.661874,2,50.44,0.37382969,3,TAR00003,7,"Nitric oxide synthase, inducible",19030,MOL002098
TAR00003,DIS00442,2047,MOL002099,Senkyunolide-K,61.7475883211,208.280,2.089,0.51676,0.30240,1,3,0.080031,BPZGLXVGANTPTC-ZJUUUORDSA-N,13965751,4.770334,3,46.53,0.32376263,3,TAR00003,7,"Nitric oxide synthase, inducible",19047,MOL002099
TAR00063,DIS00207,2055,MOL002107,Valerophenone,42.5774845475,162.250,3.149,1.46362,1.53268,0,1,0.032853,XKGLSKVNOSHTAD-UHFFFAOYSA-N,66093,19.740208,4,17.07,0.35044771,61,TAR00063,193,Beta-1 adrenergic receptor,19072,MOL002107
TAR00214,DIS00353,2059,MOL002111,BdPh,42.4414291817,188.240,3.003,1.32349,1.26771,0,2,0.067395,WMBOCUXXNSOQHM-DHZHZOJOSA-N,5352899,5.643613,2,30.21,0.39118913,205,TAR00214,629,Alpha-2B adrenergic receptor,19110,MOL002111
TAR00003,DIS00442,2059,MOL002111,BdPh,42.4414291817,188.240,3.003,1.32349,1.26771,0,2,0.067395,WMBOCUXXNSOQHM-DHZHZOJOSA-N,5352899,5.643613,2,30.21,0.39118913,3,TAR00003,7,"Nitric oxide synthase, inducible",19094,MOL002111
TAR00063,DIS00207,2059,MOL002111,BdPh,42.4414291817,188.240,3.003,1.32349,1.26771,0,2,0.067395,WMBOCUXXNSOQHM-DHZHZOJOSA-N,5352899,5.643613,2,30.21,0.39118913,61,TAR00063,193,Beta-1 adrenergic receptor,19099,MOL002111
TAR00105,DIS00353,2059,MOL002111,BdPh,42.4414291817,188.240,3.003,1.32349,1.26771,0,2,0.067395,WMBOCUXXNSOQHM-DHZHZOJOSA-N,5352899,5.643613,2,30.21,0.39118913,103,TAR00105,318,Alpha-2A adrenergic receptor,19102,MOL002111
TAR00214,DIS00353,2070,MOL002122,(Z)-Ligustilide,53.7180204242,188.240,3.003,1.29903,1.24790,0,2,0.067428,WMBOCUXXNSOQHM-FLIBITNWSA-N,642376,5.606913,2,30.21,0.38025337,205,TAR00214,629,Alpha-2B adrenergic receptor,19212,MOL002122
TAR00063,DIS00207,2070,MOL002122,(Z)-Ligustilide,53.7180204242,188.240,3.003,1.29903,1.24790,0,2,0.067428,WMBOCUXXNSOQHM-FLIBITNWSA-N,642376,5.606913,2,30.21,0.38025337,61,TAR00063,193,Beta-1 adrenergic receptor,19204,MOL002122
TAR00003,DIS00442,2070,MOL002122,(Z)-Ligustilide,53.7180204242,188.240,3.003,1.29903,1.24790,0,2,0.067428,WMBOCUXXNSOQHM-FLIBITNWSA-N,642376,5.606913,2,30.21,0.38025337,3,TAR00003,7,"Nitric oxide synthase, inducible",19200,MOL002122
TAR00105,DIS00353,2070,MOL002122,(Z)-Ligustilide,53.7180204242,188.240,3.003,1.29903,1.24790,0,2,0.067428,WMBOCUXXNSOQHM-FLIBITNWSA-N,642376,5.606913,2,30.21,0.38025337,103,TAR00105,318,Alpha-2A adrenergic receptor,19207,MOL002122
TAR00078,DIS00443,2071,MOL002123,Chuanxiongol,22.1911597583,218.270,2.570,0.94317,0.57347,1,3,0.098224,MPUFGOPEVKRAGE-GHXNOFRVSA-N,5315862,,2,46.53,0.31965128,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19230,MOL002123
TAR00003,DIS00442,2071,MOL002123,Chuanxiongol,22.1911597583,218.270,2.570,0.94317,0.57347,1,3,0.098224,MPUFGOPEVKRAGE-GHXNOFRVSA-N,5315862,,2,46.53,0.31965128,3,TAR00003,7,"Nitric oxide synthase, inducible",19223,MOL002123
TAR00214,DIS00353,2072,MOL002124,beta-asarone,35.6122980943,208.280,2.735,1.45357,1.23583,0,3,0.06065,RKFAZBXYICVSKP-WAYWQWQTSA-N,5281758,4.462142,4,27.69,0.15423752,205,TAR00214,629,Alpha-2B adrenergic receptor,19268,MOL002124
TAR00063,DIS00207,2072,MOL002124,beta-asarone,35.6122980943,208.280,2.735,1.45357,1.23583,0,3,0.06065,RKFAZBXYICVSKP-WAYWQWQTSA-N,5281758,4.462142,4,27.69,0.15423752,61,TAR00063,193,Beta-1 adrenergic receptor,19258,MOL002124
TAR00105,DIS00353,2072,MOL002124,beta-asarone,35.6122980943,208.280,2.735,1.45357,1.23583,0,3,0.06065,RKFAZBXYICVSKP-WAYWQWQTSA-N,5281758,4.462142,4,27.69,0.15423752,103,TAR00105,318,Alpha-2A adrenergic receptor,19261,MOL002124
TAR00078,DIS00443,2083,MOL002135,Myricanone,40.5975663252,356.450,4.100,0.67377,-0.07932,2,5,0.51262,ZTSNTUQTNQSIDC-UHFFFAOYSA-N,Not Available,4.386773,2,75.99,0.23634952,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19343,MOL002135
TAR00003,DIS00442,2083,MOL002135,Myricanone,40.5975663252,356.450,4.100,0.67377,-0.07932,2,5,0.51262,ZTSNTUQTNQSIDC-UHFFFAOYSA-N,Not Available,4.386773,2,75.99,0.23634952,3,TAR00003,7,"Nitric oxide synthase, inducible",19336,MOL002135
TAR00003,DIS00442,2084,MOL002136,neocnidilide,83.8301030452,194.300,3.373,1.23021,1.31800,0,2,0.065252,UPJFTVFLSIQQAV-ONGXEEELSA-N,12315453,5.377481,3,26.3,0.27593538,3,TAR00003,7,"Nitric oxide synthase, inducible",19361,MOL002136
TAR00214,DIS00353,2086,MOL002138,p-Cymen-8-ol,32.2648759725,150.240,2.294,1.32651,1.35155,1,1,0.031428,XLPDVYGDNRIQFV-UHFFFAOYSA-N,14529,11.0372,1,20.23,0.35067874,205,TAR00214,629,Alpha-2B adrenergic receptor,19383,MOL002138
TAR00063,DIS00207,2086,MOL002138,p-Cymen-8-ol,32.2648759725,150.240,2.294,1.32651,1.35155,1,1,0.031428,XLPDVYGDNRIQFV-UHFFFAOYSA-N,14529,11.0372,1,20.23,0.35067874,61,TAR00063,193,Beta-1 adrenergic receptor,19378,MOL002138
TAR00003,DIS00442,2090,MOL002142,sedanoic-acid,44.6940797919,210.300,2.582,0.37461,0.37314,1,3,0.061291,PHVSWPDOXIQPTN-VIFPVBQESA-N,Not Available,4.74585,5,54.37,0.31333548,3,TAR00003,7,"Nitric oxide synthase, inducible",19410,MOL002142
TAR00214,DIS00353,2091,MOL002143,senkyunolide-C,46.8047575579,204.240,2.735,0.86873,0.49758,1,3,0.081112,NRENRLOUWSVYIA-NYYWCZLTSA-N,Not Available,5.79921,2,50.44,0.3852123,205,TAR00214,629,Alpha-2B adrenergic receptor,19431,MOL002143
TAR00078,DIS00443,2091,MOL002143,senkyunolide-C,46.8047575579,204.240,2.735,0.86873,0.49758,1,3,0.081112,NRENRLOUWSVYIA-NYYWCZLTSA-N,Not Available,5.79921,2,50.44,0.3852123,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19428,MOL002143
TAR00003,DIS00442,2091,MOL002143,senkyunolide-C,46.8047575579,204.240,2.735,0.86873,0.49758,1,3,0.081112,NRENRLOUWSVYIA-NYYWCZLTSA-N,Not Available,5.79921,2,50.44,0.3852123,3,TAR00003,7,"Nitric oxide synthase, inducible",19424,MOL002143
TAR00003,DIS00442,2092,MOL002144,senkyunolide-D,79.1297876006,222.260,1.795,0.11556,-0.06977,1,4,0.096223,UGROTEPUQKOPNU-GFCCVEGCSA-N,Not Available,5.365128,3,63.6,0.3710613,3,TAR00003,7,"Nitric oxide synthase, inducible",19441,MOL002144
TAR00003,DIS00442,2093,MOL002145,senkyunolide-E,34.4024997209,204.240,1.901,0.55297,0.05604,1,3,0.080325,RAGLCXMIVOLFJJ-XNYAHFKXSA-N,Not Available,7.177832,2,50.44,0.39272338,3,TAR00003,7,"Nitric oxide synthase, inducible",19450,MOL002145
TAR00214,DIS00353,2093,MOL002145,senkyunolide-E,34.4024997209,204.240,1.901,0.55297,0.05604,1,3,0.080325,RAGLCXMIVOLFJJ-XNYAHFKXSA-N,Not Available,7.177832,2,50.44,0.39272338,205,TAR00214,629,Alpha-2B adrenergic receptor,19456,MOL002145
TAR00003,DIS00442,2098,MOL002150,1-Acetyl-beta-carboline,67.12279001,210.250,2.341,1.18294,0.80573,1,2,0.13047,NXZSUJKPVSDFNF-UHFFFAOYSA-N,638667,23.471871,1,45.75,0.28594226,3,TAR00003,7,"Nitric oxide synthase, inducible",19467,MOL002150
TAR00078,DIS00443,2100,MOL002152,sinapic acid,64.146062045,224.230,1.602,0.47563,-0.10311,2,5,0.080319,PCMORTLOPMLEFB-ONEGZZNKSA-N,637775,1.540086,4,75.99,0.27729291,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19489,MOL002152
TAR00003,DIS00442,2100,MOL002152,sinapic acid,64.146062045,224.230,1.602,0.47563,-0.10311,2,5,0.080319,PCMORTLOPMLEFB-ONEGZZNKSA-N,637775,1.540086,4,75.99,0.27729291,3,TAR00003,7,"Nitric oxide synthase, inducible",19485,MOL002152
TAR00003,DIS00442,2108,MOL002161,1-beta-ethylacrylate-7-aldehyde-beta-carboline,28.5338254366,294.330,3.033,0.44991,-0.59707,1,4,0.31157,TZJFCLWSCRFISB-AATRIKPKSA-N,Not Available,,5,72.05,0.29177374,3,TAR00003,7,"Nitric oxide synthase, inducible",19561,MOL002161
TAR00214,DIS00353,2112,MOL002165,methyl 2-pentanoylbenzoate,69.2787431275,220.290,3.005,0.91444,0.91165,0,3,0.072573,QTUYJWKFWYJIOM-UHFFFAOYSA-N,11085323,18.162365,6,43.37,0.3383204,205,TAR00214,629,Alpha-2B adrenergic receptor,19605,MOL002165
TAR00063,DIS00207,2112,MOL002165,methyl 2-pentanoylbenzoate,69.2787431275,220.290,3.005,0.91444,0.91165,0,3,0.072573,QTUYJWKFWYJIOM-UHFFFAOYSA-N,11085323,18.162365,6,43.37,0.3383204,61,TAR00063,193,Beta-1 adrenergic receptor,19595,MOL002165
TAR00003,DIS00442,2112,MOL002165,methyl 2-pentanoylbenzoate,69.2787431275,220.290,3.005,0.91444,0.91165,0,3,0.072573,QTUYJWKFWYJIOM-UHFFFAOYSA-N,11085323,18.162365,6,43.37,0.3383204,3,TAR00003,7,"Nitric oxide synthase, inducible",19589,MOL002165
TAR00105,DIS00353,2112,MOL002165,methyl 2-pentanoylbenzoate,69.2787431275,220.290,3.005,0.91444,0.91165,0,3,0.072573,QTUYJWKFWYJIOM-UHFFFAOYSA-N,11085323,18.162365,6,43.37,0.3383204,103,TAR00105,318,Alpha-2A adrenergic receptor,19598,MOL002165
TAR00003,DIS00442,2125,MOL002178,"4,7-Dihydroxy-3-butylphthalide",106.086470339,222.260,2.718,0.68919,0.44383,2,4,0.096655,QTMNSNQNVBIAJF-SECBINFHSA-N,Not Available,4.63491,3,66.76,0.33851978,3,TAR00003,7,"Nitric oxide synthase, inducible",19669,MOL002178
TAR00078,DIS00443,2125,MOL002178,"4,7-Dihydroxy-3-butylphthalide",106.086470339,222.260,2.718,0.68919,0.44383,2,4,0.096655,QTMNSNQNVBIAJF-SECBINFHSA-N,Not Available,4.63491,3,66.76,0.33851978,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19674,MOL002178
TAR00105,DIS00353,2125,MOL002178,"4,7-Dihydroxy-3-butylphthalide",106.086470339,222.260,2.718,0.68919,0.44383,2,4,0.096655,QTMNSNQNVBIAJF-SECBINFHSA-N,Not Available,4.63491,3,66.76,0.33851978,103,TAR00105,318,Alpha-2A adrenergic receptor,19676,MOL002178
TAR00214,DIS00353,2128,MOL002181,4-hydroxy-3-butylphthalide,70.3120888077,206.260,2.985,0.89882,0.68790,1,3,0.080906,JQSVHBFDZXZENO-SNVBAGLBSA-N,Not Available,4.80815,3,46.53,0.35968873,205,TAR00214,629,Alpha-2B adrenergic receptor,19707,MOL002181
TAR00063,DIS00207,2128,MOL002181,4-hydroxy-3-butylphthalide,70.3120888077,206.260,2.985,0.89882,0.68790,1,3,0.080906,JQSVHBFDZXZENO-SNVBAGLBSA-N,Not Available,4.80815,3,46.53,0.35968873,61,TAR00063,193,Beta-1 adrenergic receptor,19696,MOL002181
TAR00105,DIS00353,2128,MOL002181,4-hydroxy-3-butylphthalide,70.3120888077,206.260,2.985,0.89882,0.68790,1,3,0.080906,JQSVHBFDZXZENO-SNVBAGLBSA-N,Not Available,4.80815,3,46.53,0.35968873,103,TAR00105,318,Alpha-2A adrenergic receptor,19700,MOL002181
TAR00078,DIS00443,2128,MOL002181,4-hydroxy-3-butylphthalide,70.3120888077,206.260,2.985,0.89882,0.68790,1,3,0.080906,JQSVHBFDZXZENO-SNVBAGLBSA-N,Not Available,4.80815,3,46.53,0.35968873,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19698,MOL002181
TAR00003,DIS00442,2128,MOL002181,4-hydroxy-3-butylphthalide,70.3120888077,206.260,2.985,0.89882,0.68790,1,3,0.080906,JQSVHBFDZXZENO-SNVBAGLBSA-N,Not Available,4.80815,3,46.53,0.35968873,3,TAR00003,7,"Nitric oxide synthase, inducible",19691,MOL002181
TAR00214,DIS00353,2136,MOL002189,dl-3n-butylphthalide,47.8960832498,190.260,3.253,1.29963,1.31932,0,2,0.066727,HJXMNVQARNZTEE-LLVKDONJSA-N,9990075,5.752997,3,26.3,0.36972544,205,TAR00214,629,Alpha-2B adrenergic receptor,19766,MOL002189
TAR00003,DIS00442,2136,MOL002189,dl-3n-butylphthalide,47.8960832498,190.260,3.253,1.29963,1.31932,0,2,0.066727,HJXMNVQARNZTEE-LLVKDONJSA-N,9990075,5.752997,3,26.3,0.36972544,3,TAR00003,7,"Nitric oxide synthase, inducible",19748,MOL002189
TAR00063,DIS00207,2136,MOL002189,dl-3n-butylphthalide,47.8960832498,190.260,3.253,1.29963,1.31932,0,2,0.066727,HJXMNVQARNZTEE-LLVKDONJSA-N,9990075,5.752997,3,26.3,0.36972544,61,TAR00063,193,Beta-1 adrenergic receptor,19754,MOL002189
TAR00105,DIS00353,2136,MOL002189,dl-3n-butylphthalide,47.8960832498,190.260,3.253,1.29963,1.31932,0,2,0.066727,HJXMNVQARNZTEE-LLVKDONJSA-N,9990075,5.752997,3,26.3,0.36972544,103,TAR00105,318,Alpha-2A adrenergic receptor,19758,MOL002189
TAR00078,DIS00443,2139,MOL002192,Coniferylfcrulate,4.54324335442,356.400,3.637,0.67343,-0.53317,2,6,0.39056,KBDUETQRLBKGIO-YZQQHVNFSA-N,Not Available,,8,85.22,0.33125407,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19815,MOL002192
TAR00003,DIS00442,2139,MOL002192,Coniferylfcrulate,4.54324335442,356.400,3.637,0.67343,-0.53317,2,6,0.39056,KBDUETQRLBKGIO-YZQQHVNFSA-N,Not Available,,8,85.22,0.33125407,3,TAR00003,7,"Nitric oxide synthase, inducible",19811,MOL002192
TAR00214,DIS00353,2140,MOL002193,Cerulignol,62.43239566,166.240,2.945,1.42232,1.42204,1,2,0.035616,PXIKRTCSSLJURC-UHFFFAOYSA-N,17739,0.253494,3,29.46,0.24480358,205,TAR00214,629,Alpha-2B adrenergic receptor,19840,MOL002193
TAR00063,DIS00207,2140,MOL002193,Cerulignol,62.43239566,166.240,2.945,1.42232,1.42204,1,2,0.035616,PXIKRTCSSLJURC-UHFFFAOYSA-N,17739,0.253494,3,29.46,0.24480358,61,TAR00063,193,Beta-1 adrenergic receptor,19830,MOL002193
TAR00105,DIS00353,2140,MOL002193,Cerulignol,62.43239566,166.240,2.945,1.42232,1.42204,1,2,0.035616,PXIKRTCSSLJURC-UHFFFAOYSA-N,17739,0.253494,3,29.46,0.24480358,103,TAR00105,318,Alpha-2A adrenergic receptor,19833,MOL002193
TAR00003,DIS00442,2147,MOL002201,cis-ligustilide,51.3003112408,190.260,2.941,1.30184,1.23678,0,2,0.066555,IQVQXVFMNOFTMU-DHZHZOJOSA-N,5877292,5.527981,2,30.21,0.33865878,3,TAR00003,7,"Nitric oxide synthase, inducible",19861,MOL002201
TAR00536,DIS00443,2148,MOL002202,tetramethylpyrazine,20.0069091481,136.220,0.659,1.19482,1.05006,0,2,0.0258,FINHMKGKINIASC-UHFFFAOYSA-N,14296,,0,25.78,0.30716977,520,TAR00536,3448,Thromboxane-A synthase,19864,MOL002202
TAR00078,DIS00443,2149,MOL002203,Exceparl M-OL,31.8984808147,296.550,7.086,1.38899,1.08124,0,2,0.16457,QYDYPVFESGNLHU-KHPPLWFESA-N,5364509,5.425237,16,26.3,0.17045443,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19869,MOL002203
TAR00063,DIS00207,2152,MOL002206,(2-amylphenyl)methanol,55.5917057586,178.300,3.537,1.26167,1.14423,1,1,0.041016,QEFLAMNANSNAKU-UHFFFAOYSA-N,10058085,5.362946,5,20.23,0.29719287,61,TAR00063,193,Beta-1 adrenergic receptor,19879,MOL002206
TAR00214,DIS00353,2152,MOL002206,(2-amylphenyl)methanol,55.5917057586,178.300,3.537,1.26167,1.14423,1,1,0.041016,QEFLAMNANSNAKU-UHFFFAOYSA-N,10058085,5.362946,5,20.23,0.29719287,205,TAR00214,629,Alpha-2B adrenergic receptor,19885,MOL002206
TAR00003,DIS00442,2153,MOL002207,"1(3H)-Isobenzofuranone, 3-butyl-3a,4,5,6-tetrahydro-, cis-(-)-",65.0324326734,194.300,3.373,1.25299,1.37568,0,2,0.065288,UPJFTVFLSIQQAV-KOLCDFICSA-N,3083857,5.125597,3,26.3,0.27167588,3,TAR00003,7,"Nitric oxide synthase, inducible",19891,MOL002207
TAR00003,DIS00442,2154,MOL002208,Senkyunolide A,26.56134116,192.280,3.191,1.2962,1.33761,0,2,0.065964,ZPIKVDODKLJKIN-NSHDSACASA-N,3085257,,3,26.3,0.30654213,3,TAR00003,7,"Nitric oxide synthase, inducible",19907,MOL002208
TAR00003,DIS00442,2155,MOL002209,Senkyunolide G,39.5184588928,208.280,2.542,0.63139,0.48331,1,3,0.081258,JGIFAEPLZJPSHA-LBPRGKRZSA-N,5321250,6.131873,3,46.53,0.32780075,3,TAR00003,7,"Nitric oxide synthase, inducible",19919,MOL002209
TAR00078,DIS00443,2157,MOL002211,"11,14-eicosadienoic acid",39.9935540799,308.560,7.303,1.21793,0.75580,1,2,0.20044,XSXIVVZCUAHUJO-AVQMFFATSA-N,5282805,5.595045,16,37.3,0.23134786,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,19928,MOL002211
